-498.7035909602328,	-0.00031741989679326464,	0.00010561488875056963
-498.7035909602328,	-0.00031741989679326464,	0.00010561488875056963
-498.7035909602328,	-0.00031741989679326464,	0.00010561488875056963
-498.7035909602328,	-0.00031741989679326464,	0.00010561488875056963
-498.7035909602328,	-0.00031741989679326464,	0.00010561488875056963
-498.7035909602328,	-0.00031741989679326464,	0.00010561488875056963
-498.7089368943358,	-0.00032464984143104554,	4.994460705236379e-05
-498.7089368943358,	-0.00032464984143104554,	4.994460705236379e-05
-498.7089368943358,	-0.00032464984143104554,	4.994460705236379e-05
-498.7089368943358,	-0.00032464984143104554,	4.994460705236379e-05
-498.7089368943358,	-0.00032464984143104554,	4.994460705236379e-05
-498.8303041238997,	-0.00014642898266158057,	0.0001236050570329205
-498.88311072231505,	-0.00012028359691777554,	5.4264483823265964e-05
-498.90344484339255,	-0.00010721090404587303,	1.9594197218438692e-05
-498.91655900289095,	-3.87821054210578e-05,	8.596314548122742e-05
-498.989881702916,	1.1231346331913317e-05,	-2.341437066242624e-06
-498.989881702916,	1.1231346331913317e-05,	-2.341437066242624e-06
-498.989881702916,	1.1231346331913317e-05,	-2.341437066242624e-06
-498.989881702916,	1.1231346331913317e-05,	-2.341437066242624e-06
-498.989881702916,	1.1231346331913317e-05,	-2.341437066242624e-06
-498.989881702916,	1.1231346331913317e-05,	-2.341437066242624e-06
-498.989881702916,	1.1231346331913317e-05,	-2.341437066242624e-06
-498.9912043727587,	7.948268622243128e-07,	-9.921005939307636e-06
-498.9912043727587,	7.948268622243128e-07,	-9.921005939307636e-06
-498.9912043727587,	7.948268622243128e-07,	-9.921005939307636e-06
-498.9926945994252,	-3.405021636635237e-06,	-7.52259327395471e-06
-498.9979017543009,	-8.861585420942157e-07,	-2.2001241051103735e-06
-498.999476374922,	3.73273005176295e-07,	4.6111047931179465e-07
-498.999476374922,	3.73273005176295e-07,	4.6111047931179465e-07
-498.999476374922,	3.73273005176295e-07,	4.6111047931179465e-07
-498.9997060346077,	-1.352034351594447e-07,	-3.0352684417534027e-07
-498.9997060346077,	-1.352034351594447e-07,	-3.0352684417534027e-07
-498.99992926757545,	1.4836262319194081e-08,	-7.867142627489945e-08
-498.99992926757545,	1.4836262319194081e-08,	-7.867142627489945e-08
-498.99992926757545,	1.4836262319194081e-08,	-7.867142627489945e-08
-498.99992926757545,	1.4836262319194081e-08,	-7.867142627489945e-08
-498.99992926757545,	1.4836262319194081e-08,	-7.867142627489945e-08
-498.99992926757545,	1.4836262319194081e-08,	-7.867142627489945e-08
-498.99992926757545,	1.4836262319194081e-08,	-7.867142627489945e-08
-498.99992926757545,	1.4836262319194081e-08,	-7.867142627489945e-08
-498.99992926757545,	1.4836262319194081e-08,	-7.867142627489945e-08
-498.99992926757545,	1.4836262319194081e-08,	-7.867142627489945e-08
-498.9999873435017,	1.3036835750627479e-08,	5.993818602781715e-09
-498.9999873435017,	1.3036835750627479e-08,	5.993818602781715e-09
-498.9999873435017,	1.3036835750627479e-08,	5.993818602781715e-09
-498.9999873435017,	1.3036835750627479e-08,	5.993818602781715e-09
-498.999988354502,	-9.50411578720665e-09,	-9.093740661618717e-09
-498.999988354502,	-9.50411578720665e-09,	-9.093740661618717e-09
-498.999988354502,	-9.50411578720665e-09,	-9.093740661618717e-09
-498.9999891370443,	4.093330519004465e-09,	-1.1598156826661973e-08
-498.9999891370443,	4.093330519004465e-09,	-1.1598156826661973e-08
-498.9999910682297,	2.2574887429130054e-09,	-9.854995595389166e-09
